Bauwerk Name;Bauwerkselement Name;Bauwerkselement Typ;Bauwerkselement Nummer;Bauwerkselement Niveau;X-Koordinate;Y-Koordinate;Bauwerksreferenzort Nummer;Bauwerkselement Exportnummer
Alt-Friedrichsfelde/Rhinstr. (Berlin);Tramsteig Rhinstraße vor Alt-Friedrichsfelde;Zugang und ÖV;1;0;13,518915;52,510329;;300891001
Alt-Gatow (Berlin);Alt-Gatow (Berlin);Bauwerk;475;;13,183067;52,483411;38104;900038104
Alt-Gatow (Berlin);Bushaltestelle Alt-Gatow hinter Kladower Damm;Zugang und ÖV;1;0;13,183254;52,483387;;300475001
Alt-Gatow (Berlin);Bushaltestelle Alt-Gatow vor Am Wiesenweg;Zugang und ÖV;2;0;13,183630;52,483558;;300475002
Alt-Gatow (Berlin);Bushaltestelle Alt-Gatow vor Groß-Glienicker Weg;Zugang und ÖV;4;0;13,182937;52,483529;;300475004
Alt-Gatow (Berlin);Bushaltestelle Kladower Damm vor Alt-Gatow;Zugang und ÖV;3;0;13,182569;52,482949;;300475003
Altglienicke Kirche (Berlin);Altglienicke Kirche (Berlin);Bauwerk;892;;13,539186;52,421621;195006;900195006
Altglienicke Kirche (Berlin);Bushaltestelle Köpenicker Straße hinter Besenbinderstraße;Zugang und ÖV;2;0;13,539513;52,421823;;300892002
Altglienicke Kirche (Berlin);Bushaltestelle Köpenicker Straße vor Semmelweisstraße;Zugang und ÖV;1;0;13,539341;52,421856;;300892001
Altglienicke Kirche (Berlin);Bushaltestelle Semmelweisstraße hinter Köpenicker Straße;Zugang und ÖV;3;0;13,538480;52,421728;;300892003
Altglienicke Kirche (Berlin);Bushaltestelle Semmelweisstraße vor Köpenicker Straße;Zugang und ÖV;4;0;13,538722;52,421622;;300892004
Altglobsow, Kreuzung;Altglobsow, Kreuzung;Bauwerk;1809;;13,113262;53,130324;203925;900203925
Altglobsow, Kreuzung;Bushaltestelle Altglobsow, Kreuzung;Zugang und ÖV;1;0;13,113262;53,130324;;301809001
Altglobsow, Kreuzung;Bushaltestelle Altglobsow, Kreuzung;Zugang und ÖV;2;0;13,113262;53,130324;;301809002
Alt-Heiligensee (Berlin);Alt-Heiligensee (Berlin);Bauwerk;893;;13,212061;52,606762;91101;900091101
Alt-Heiligensee (Berlin);Bushaltestelle Ausfahrt Alt-Heiligensee;Zugang und ÖV;3;0;13,211110;52,607082;;300893003
Alt-Heiligensee (Berlin);Bushaltestelle Dorfanger hinter Alt-Heiligensee;Zugang und ÖV;2;0;13,211306;52,606131;;300893002
Alt-Heiligensee (Berlin);Bushaltestelle Dorfanger hintert Alt-Heiligensee 69;Zugang und ÖV;1;0;13,211970;52,606655;;300893001
Althüttendorf, Bahnhof;Althüttendorf, Bahnhof;Bauwerk;606;;13,783561;52,957478;350809;900350809
Althüttendorf, Bahnhof;Bahnsteig Gleis 1;ÖV;1;0;13,783588;52,957447;;300606001
Althüttendorf, Bahnhof;Zugang Friedrich Baumann Siedlung Weg zum Bahnsteig Gleis 1;Zugang;3;0;13,783866;52,957524;;300606003
Alt-Karow (Berlin);Alt-Karow (Berlin);Bauwerk;894;;13,482421;52,610847;143509;900143509
Alt-Karow (Berlin);Bushaltestelle Alt-Karow hinter Frundsbergstraße;Zugang und ÖV;2;0;13,482246;52,610805;;300894002
Alt-Karow (Berlin);Bushaltestelle Alt-Karow vor Frundsbergstraße;Zugang und ÖV;1;0;13,482531;52,610949;;300894001
Alt-Karow (Berlin);Bushaltestelle Frundsbergstraße vor Lankerstraße;Zugang und ÖV;3;0;13,481160;52,612093;;300894003
Alt-Karow (Berlin);Bushaltestelle Frundsbergstraße vor Lankerstraße;Zugang und ÖV;4;0;13,480463;52,612290;;300894004
Alt-Kladow (Berlin);Alt-Kladow (Berlin);Bauwerk;401;;13,144273;52,454315;39102;900039102
Alt-Kladow (Berlin);Bushaltestelle Alt-Kladow Endhaltestelle;Zugang und ÖV;5;0;13,144009;52,453809;;300401005
Alt-Kladow (Berlin);Bushaltestelle Alt-Kladow hinter Ritterfelddam;Zugang und ÖV;6;0;13,144140;52,453975;;300401006
Alt-Kladow (Berlin);Bushaltestelle Alt-Kladow vor Sakrower Landstraße;Zugang und ÖV;3;0;13,143869;52,453694;;300401003
Alt-Kladow (Berlin);Bushaltestelle Alt-Kladow vor Sakrower Landstraße;Zugang und ÖV;4;0;13,143901;52,453565;;300401004
Alt-Kladow (Berlin);Bushaltestelle Kladower Damm hinter Ritterfelddamm;Zugang und ÖV;1;0;13,144642;52,454676;;300401001
Alt-Kladow (Berlin);Bushaltestelle Kladower Damm vor Ritterfelddamm;Zugang und ÖV;2;0;13,144456;52,454741;;300401002
Alt-Kladow (Berlin);Bushaltestelle Kladower Damm 382 vor Ritterfelddamm;Zugang und ÖV;8;0;13,143664;52,454261;;300401008
Alt-Kladow (Berlin);Fähranleger Alt-Kladow Imchenallee;Zugang und ÖV;7;0;13,148420;52,451094;;300401007
Altlandsberg, Bahnhofstr.;Altlandsberg, Bahnhofstr.;Bauwerk;2680;;13,710666;52,547804;320905;900320905
Altlandsberg, Bahnhofstr.;Bushalt Neuenhagener Chaussee vor Am Röthsee;Zugang und ÖV;2;0;13,709838;52,547280;;302680002
Altlandsberg, Bahnhofstr.;Bushalt Neunenhagener Chaussee hinter Bahnhofstraße;Zugang und ÖV;1;0;13,710695;52,547855;;302680001
Altlüdersdorf, Ausbau;Altlüdersdorf, Ausbau;Bauwerk;1778;;13,191369;53,032444;203885;900203885
Altlüdersdorf, Ausbau;Bushaltestelle Altlüdersdorf Ausbau;Zugang und ÖV;1;0;13,191487;53,032460;;301778001
Altlüdersdorf, Ausbau;Bushaltestelle Altlüdersdorf Ausbau;Zugang und ÖV;2;0;13,191025;53,032228;;301778002
Altlüdersdorf, Ausbau2;Altlüdersdorf, Ausbau2;Bauwerk;1789;;13,176157;53,039857;203895;900203895
Altlüdersdorf, Ausbau2;Bushaltestelle Altlüdersdorf, Ausbau2;Zugang und ÖV;1;0;13,176157;53,039857;;301789001
Altlüdersdorf, Ausbau2;Bushaltestelle Altlüdersdorf, Ausbau2;Zugang und ÖV;2;0;13,176157;53,039857;;301789002
Altlüdersdorf, B 96;Altlüdersdorf, B 96;Bauwerk;1258;;13,192152;53,037310;203801;900203801
Altlüdersdorf, B 96;Bushaltestelle Altlüdersdorf B96;Zugang und ÖV;2;0;13,192211;53,037387;;301258002
Altlüdersdorf, B 96;Bushaltestelle Altlüdersdorf B96;Zugang und ÖV;3;0;13,192133;53,037374;;301258003
Altlüdersdorf, Friedhof;Altlüdersdorf, Friedhof;Bauwerk;1710;;13,188994;53,038237;203751;900203751
Altlüdersdorf, Friedhof;Bushaltestelle Altlüdersdorf, Friedhof;Zugang und ÖV;1;0;13,189011;53,038140;;301710001
Altlüdersdorf, Friedhof;Bushaltestelle Altlüdersdorf, Friedhof;Zugang und ÖV;2;0;13,187574;53,038427;;301710002
Altmädewitz, Bahnhof;Altmädewitz, Bahnhof;Bauwerk;2681;;14,164551;52,744687;321011;900321011
Altmädewitz, Bahnhof;Bushalt Altmädewitz Bahnhof in Richtung Norden;Zugang und ÖV;1;0;14,163460;52,745899;;302681001
Altmädewitz, Bahnhof;Bushalt Altmädewitz Bahnhof in Richtung Süden;Zugang und ÖV;2;0;14,163392;52,745893;;302681002
Alt-Mahlsdorf (Berlin);Alt-Mahlsdorf (Berlin);Bauwerk;895;;13,613271;52,505116;176524;900176524
Alt-Mahlsdorf (Berlin);Bushaltestelle Hönower Straße hinter Alt-Mahlsdorf;Zugang und ÖV;2;0;13,612800;52,506710;;300895002
Alt-Mahlsdorf (Berlin);Bushaltestelle Hönower Straße vor Alt-Mahlsdorf;Zugang und ÖV;1;0;13,612902;52,505879;;300895001
Alt-Mahlsdorf (Berlin);Ersatzhaltestelle Hönower Straße hinter Alt-Mahlsdorf;Zugang und ÖV;4;0;13,613162;52,505602;;300895004
Alt-Mahlsdorf (Berlin);Ersatzhaltestelle Hönower Straße vor Alt-Mahlsdorf;Zugang und ÖV;3;0;13,613181;52,505144;;300895003
Alt-Mahlsdorf (Berlin);Ersatzhaltestelle Pilgramer Straße vor Gewerbezufahrt;Zugang und ÖV;5;0;13,620673;52,503664;;300895005
Alt-Mahlsdorf (Berlin);Tramsteig Hönower Straße hinter Alt-Mahlsdorf;Zugang und ÖV;7;0;13,613369;52,505216;;300895007
Alt-Mahlsdorf (Berlin);Tramsteig Hönower Straße vor Alt-Mahlsdorf;Zugang und ÖV;6;0;13,613283;52,505200;;300895006
Alt-Marzahn (Berlin);Alt-Marzahn (Berlin);Bauwerk;432;;13,563708;52,541965;170516;900170516
Alt-Marzahn (Berlin);Bushaltestelle Allee der Kosmonauten gegenüber Alt-Marzahn;Zugang und ÖV;1;0;13,564076;52,542156;;300432001
Alt-Marzahn (Berlin);Bushaltestelle Allee der Kosmonauten vor Blenheimstraße;Zugang und ÖV;2;0;13,563397;52,541865;;300432002
Alt-Marzahn (Berlin);Ersatzhaltestelle Allee der Kosmonauten hinter Blenheimstraße;Zugang und ÖV;3;0;13,563687;52,541673;;300432003
Alt-Marzahn (Berlin);Tramsteig Allee der Kosmonaten gegenüber Alt-Marzahn;Zugang und ÖV;5;0;13,563752;52,541992;;300432005
Alt-Marzahn (Berlin);Tramsteig Allee der Kosmonaten in Höhe Alt-Marzahn;Zugang und ÖV;4;0;13,563701;52,542010;;300432004
Alt-Moabit/Gotzkowskystr. (Berlin);Alt-Moabit/Gotzkowskystr. (Berlin);Bauwerk;1355;;13,329892;52,523929;3107;900003107
Alt-Moabit/Gotzkowskystr. (Berlin);Bushaltestelle Alt-Moabit hinter Gotzkowskystraße;Zugang und ÖV;4;0;13,330683;52,523830;;301355004
Alt-Moabit/Gotzkowskystr. (Berlin);Bushaltestelle Alt-Moabit vor Gotzkowskystraße;Zugang und ÖV;3;0;13,330973;52,524054;;301355003
Alt-Moabit/Gotzkowskystr. (Berlin);Bushaltestelle Beusselstraße 1 hinter Alt-Moabit;Zugang und ÖV;6;0;13,327636;52,524648;;301355006
Alt-Moabit/Gotzkowskystr. (Berlin);Bushaltestelle Beusselstraße 90 vor Alt-Moabit;Zugang und ÖV;5;0;13,327493;52,524672;;301355005
Alt-Moabit/Gotzkowskystr. (Berlin);Bushaltestelle Gotzkowskystraße 18 vor Alt-Moabit;Zugang und ÖV;2;0;13,329715;52,524161;;301355002
Alt-Moabit/Gotzkowskystr. (Berlin);Bushaltestelle Gotzkowskystraße 23 hinter Alt-Moabit;Zugang und ÖV;1;0;13,329874;52,524219;;301355001
Alt-Moabit/Rathenower Str. (Berlin);Alt-Moabit/Rathenower Str. (Berlin);Bauwerk;896;;13,357070;52,523692;3203;900003203
Alt-Moabit/Rathenower Str. (Berlin);Bushaltestelle Alt-Moabit hinter Paulstraße;Zugang und ÖV;3;0;13,357822;52,523399;;300896003
Alt-Moabit/Rathenower Str. (Berlin);Bushaltestelle Alt-Moabit vor Rathenower Straße;Zugang und ÖV;4;0;13,357695;52,523767;;300896004
Alt-Moabit/Rathenower Str. (Berlin);Bushaltestelle Rathenower Straße hinter Alt-Moabit;Zugang und ÖV;2;0;13,357406;52,524098;;300896002
Alt-Moabit/Rathenower Str. (Berlin);Bushaltestelle Rathenower Straße vor Alt-Moabit;Zugang und ÖV;1;0;13,356837;52,524053;;300896001
Alt-Müggelheim (Berlin);Alt-Müggelheim (Berlin);Bauwerk;897;;13,666464;52,409909;184002;900184002
Alt-Müggelheim (Berlin);Bushaltestelle Alt-Müggelheim hinter Krampenburger Weg;Zugang und ÖV;1;0;13,664737;52,410417;;300897001
Alt-Müggelheim (Berlin);Bushaltestelle Gosener Damm gegenüber der Tankstelle;Zugang und ÖV;2;0;13,666215;52,409895;;300897002
Alt-Müggelheim (Berlin);Bushaltestelle Gosener Damm hinter der Tankstelle;Zugang und ÖV;3;0;13,665832;52,410232;;300897003
Alt-Pichelsdorf (Berlin);Alt-Pichelsdorf (Berlin);Bauwerk;406;;13,196948;52,513208;32402;900032402
Alt-Pichelsdorf (Berlin);Bushaltestelle Heerstraße hinter Pichelsdorfer Straße;Zugang und ÖV;1;0;13,195907;52,513358;;300406001
Alt-Pichelsdorf (Berlin);Bushaltestelle Heerstraße Nebenfahrbahn hinter Pichelsdorfer Straße;Zugang und ÖV;4;0;13,193835;52,513847;;300406004
Alt-Pichelsdorf (Berlin);Bushaltestelle Heerstraße Nebenfahrbahn vor Pichelsdorfer Straße;Zugang und ÖV;5;0;13,193835;52,513847;;300406005
Alt-Pichelsdorf (Berlin);Bushaltestelle Heerstraße vor Alt-Pichelsdorf;Zugang und ÖV;3;0;13,196252;52,513047;;300406003
Alt-Pichelsdorf (Berlin);Bushaltestelle Pichelsdorfer Straße hinter Heerstraße;Zugang und ÖV;2;0;13,196982;52,513677;;300406002
Altranft, Bahnhof;Altranft, Bahnhof;Bauwerk;609;;14,082453;52,763235;321013;900321013
Altranft, Bahnhof;Bahnsteig Gleis 1;ÖV;1;0;14,082308;52,763405;;300609001
Altranft, Bahnhof;Bushalt Alte Heerstraße hinter Poststraße;Zugang und ÖV;4;0;14,082944;52,763842;;300609004
Altranft, Bahnhof;Bushalt Alte Heerstraße vor Poststraße;Zugang und ÖV;5;0;14,083172;52,763508;;300609005
Altranft, Bahnhof;Zugang Bahnsteig Gleis 1;Zugang;2;0;14,082604;52,763460;;300609002
Altranft, Esser;Altranft, Esser;Bauwerk;1064;;14,077185;52,768666;321014;900321014
Altranft, Esser;Bushalt Altranfter Straße hinter Schlossstraße;Zugang und ÖV;1;0;14,077399;52,768579;;301064001
Altranft, Esser;Bushalt Altranfter Straße vor Schlossstraße;Zugang und ÖV;2;0;14,077327;52,768522;;301064002
Altreetz, Bahnhof;Altreetz, Bahnhof;Bauwerk;2682;;14,181042;52,764977;321017;900321017
Altreetz, Bahnhof;Bushalt Altreetz Bahnhof in Richtung Altreetz;Zugang und ÖV;1;0;14,179667;52,764962;;302682001
Altreetz, Bahnhof;Bushalt Altreetz Bahnhof in Richtung Neuwustrow;Zugang und ÖV;2;0;14,180134;52,764994;;302682002
Alt-Schmöckwitz (Berlin);Alt-Schmöckwitz (Berlin);Bauwerk;409;;13,649118;52,375918;185001;900185001
Alt-Schmöckwitz (Berlin);Bushaltestelle Alt-Schmöckwitz Endhaltestelle;Zugang und ÖV;6;0;13,649705;52,374964;;300409006
Alt-Schmöckwitz (Berlin);Bushaltestelle Alt-Schmöckwitz hinter Wernsdorfer Straße;Zugang und ÖV;8;0;13,649234;52,375361;;300409008
Alt-Schmöckwitz (Berlin);Bushaltestelle Alt-Schmöckwitz nähe Endhaltestelle;Zugang und ÖV;4;0;13,649479;52,375374;;300409004
Alt-Schmöckwitz (Berlin);Bushaltestelle Wernsdorfer Straße hinter Alt-Schmöckwitz;Zugang und ÖV;7;0;13,649679;52,375876;;300409007
Alt-Schmöckwitz (Berlin);Bushaltestelle Wernsdorfer Straße hinter Am Seddinsee;Zugang und ÖV;10;0;13,651370;52,375498;;300409010
Alt-Schmöckwitz (Berlin);Bushaltestelle Wernsdorfer Straße vor Alt-Schmöckwitz;Zugang und ÖV;9;0;13,649552;52,375965;;300409009
Alt-Schmöckwitz (Berlin);Ersatzhaltestelle Alt-Schmöckwitz in der Wendekehre;Zugang und ÖV;2;0;13,649119;52,374746;;300409002
Alt-Schmöckwitz (Berlin);Tram- und Bushaltestelle Alt-Schmöckwitz vor Wernsdorfer Straße;Zugang und ÖV;1;0;13,649038;52,375726;;300409001
Alt-Schmöckwitz (Berlin);Tramsteig Alt-Schmöckwitz Endhaltestelle;Zugang und ÖV;72;0;13,649175;52,374753;;300409072
Alt-Schmöckwitz (Berlin);Tramsteig Alt-Schmöckwitz Endhaltestelle Gleis 2;Zugang und ÖV;71;0;13,649631;52,375203;;300409071
Am Friedrichshain (Berlin);Am Friedrichshain (Berlin);Bauwerk;899;;13,425135;52,528015;110019;900110019
Am Friedrichshain (Berlin);Bushaltestelle Am Friedrichshain hinter Friedenstraße;Zugang und ÖV;3;0;13,426580;52,528293;;300899003
Am Friedrichshain (Berlin);Bushaltestelle Am Friedrichshain vor Friedenstraße;Zugang und ÖV;4;0;13,426046;52,528344;;300899004
Am Friedrichshain (Berlin);Bushaltestelle Friedensstraße vor Georgenkirchstraße;Zugang und ÖV;1;0;13,425907;52,527645;;300899001
Am Friedrichshain (Berlin);Bushaltestelle Friedenstraße hinter Georgenkirchstraße;Zugang und ÖV;2;0;13,426247;52,527379;;300899002
Am Friedrichshain (Berlin);Ersatzhaltestelle Greifswalder Straße hinter Am Friedrichshain;Zugang und ÖV;5;0;13,424528;52,528588;;300899005
Am Friedrichshain (Berlin);Ersatzhaltestelle Greifswalder Straße vor Prenzlauer Berg;Zugang und ÖV;7;0;13,423871;52,528601;;300899007
Am Friedrichshain (Berlin);Ersatzhaltestelle Otto-Braun-Straße hinter Prenzlauer Berg;Zugang und ÖV;6;0;13,423163;52,528004;;300899006
Am Friedrichshain (Berlin);Tramsteig Greifswalder Straße hinter Am Friedrichshain;Zugang und ÖV;9;0;13,424434;52,528659;;300899009
Am Friedrichshain (Berlin);Tramsteig Greifswalder Straße vor Prenzlauer Berg;Zugang und ÖV;8;0;13,424319;52,528706;;300899008
Am Gemeindepark (Berlin);Am Gemeindepark (Berlin);Bauwerk;1962;;13,355341;52,429220;67401;900067401
Am Gemeindepark (Berlin);Bushaltestelle Belßstraße hinter Malteserstraße;Zugang und ÖV;3;0;13,355556;52,429222;;301962003
Am Gemeindepark (Berlin);Bushaltestelle Malteserstraße hinter Belßstraße;Zugang und ÖV;2;0;13,354562;52,429805;;301962002
Am Gemeindepark (Berlin);Bushaltestelle Malteserstraße vor Beißstraße;Zugang und ÖV;4;0;13,354872;52,428965;;301962004
Am Gemeindepark (Berlin);Bushaltestelle Malteserstraße vor Belßstraße;Zugang und ÖV;1;0;13,354322;52,429506;;301962001
Am Iderfenngraben (Berlin);Am Iderfenngraben (Berlin);Bauwerk;1963;;13,392086;52,582601;131529;900131529
Am Iderfenngraben (Berlin);Bushaltestelle Friedrich-Engels-Straße hinter Am Iderfenngraben;Zugang und ÖV;2;0;13,392261;52,582289;;301963002
Am Iderfenngraben (Berlin);Bushaltestelle Friedrich-Engels-Straße vor Am Iderfenngraben;Zugang und ÖV;1;0;13,392335;52,582582;;301963001
Am Iderfenngraben (Berlin);Tramsteig Friedrich-Engels-Straße hinter Am Iderfenngraben;Zugang und ÖV;5;0;13,392381;52,582338;;301963005
Am Iderfenngraben (Berlin);Tramsteig Friedrich-Engels-Straße vor Am Iderfenngraben;Zugang und ÖV;6;0;13,392115;52,582625;;301963006
Am Kiesteich (Berlin);Am Kiesteich (Berlin);Bauwerk;465;;13,165502;52,551159;27301;900027301
Am Kiesteich (Berlin);Bushaltestelle Am Kiesteich hinter Falkenseer Chaussee;Zugang und ÖV;3;0;13,165169;52,550839;;300465003
Am Kiesteich (Berlin);Bushaltestelle Falkenseer Chaussee hinter Am Kiesteich;Zugang und ÖV;2;0;13,166056;52,550947;;300465002
Am Kiesteich (Berlin);Bushaltestelle Falkenseer Chaussee hinter Wasserwerkstraße;Zugang und ÖV;1;0;13,164550;52,551411;;300465001
Am Kupfergraben (Berlin);Am Kupfergraben (Berlin);Bauwerk;1159;;13,395391;52,519418;100038;900100038
Am Kupfergraben (Berlin);Ersatzhaltestelle Dorotheenstraße hinter am Festungsgraben;Zugang und ÖV;3;0;13,394817;52,519281;;301159003
Am Kupfergraben (Berlin);Ersatzhaltestelle Dorotheenstraße hinter Universitätsstraße;Zugang und ÖV;1;0;13,393563;52,519154;;301159001
Am Kupfergraben (Berlin);Ersatzhaltestelle Dorotheenstraße vor Am Kupfergraben;Zugang und ÖV;4;0;13,395950;52,519523;;301159004
Am Kupfergraben (Berlin);Ersatzhaltestelle Universitätsstraße vor Georgenstraße;Zugang und ÖV;2;0;13,392070;52,519975;;301159002
Am Kupfergraben (Berlin);Tramhaltestelle Dorotheenstraße hinter Am Festungsgraben;Zugang und ÖV;5;0;13,395381;52,519422;;301159005
Am Kupfergraben (Berlin);Tramhaltestelle Dorotheenstraße hinter Am Festungsgraben;Zugang und ÖV;8;0;13,395350;52,519455;;301159008
Am Kupfergraben (Berlin);Tramhaltestelle Dorotheenstraße hinter Universitätsstraße;Zugang und ÖV;6;0;13,393317;52,519178;;301159006
Am Kupfergraben (Berlin);Tramhaltestelle Dorotheenstraße hinter Universitätsstraße;Zugang und ÖV;7;0;13,393299;52,519221;;301159007
Am Nordgraben/Oranienburger Str. (Berlin);Am Nordgraben/Oranienburger Str. (Berlin);Bauwerk;898;;13,334691;52,587396;96406;900096406
Am Nordgraben/Oranienburger Str. (Berlin);Bushaltestelle Am Nordgraben hinter Oranienburger Straße;Zugang und ÖV;1;0;13,333975;52,587504;;300898001
Am Nordgraben/Oranienburger Str. (Berlin);Bushaltestelle Am Nordgraben vor Oranienburger Straße;Zugang und ÖV;3;0;13,334147;52,587300;;300898003
Am Nordgraben/Oranienburger Str. (Berlin);Bushaltestelle Oranienburger Straße hinter Am Nordgraben;Zugang und ÖV;2;0;13,334622;52,586954;;300898002
Am Nordgraben/Oranienburger Str. (Berlin);Bushaltestelle Oranienburger Straße hinter Am Nordgraben;Zugang und ÖV;5;0;13,334755;52,587934;;300898005
Am Nordgraben/Oranienburger Str. (Berlin);Bushaltestelle Oranienburger Straße vor Am Nordgraben;Zugang und ÖV;4;0;13,335021;52,586888;;300898004
Am Oberhafen (Berlin);Am Oberhafen (Berlin);Bauwerk;2353;;13,450675;52,465026;77152;900077152
Am Oberhafen (Berlin);Bushaltestelle Grenzallee hinter Am Oberhafen;Zugang und ÖV;1;0;13,450555;52,465066;;302353001
Am Oberhafen (Berlin);Bushaltestelle Grenzallee hinter Am Oberhafen;Zugang und ÖV;2;0;13,451686;52,465112;;302353002
Am Oberhafen (Berlin);Bushaltestelle Grenzallee vor  Am Oberhafen;Zugang und ÖV;3;0;13,450815;52,464961;;302353003
Am Omnibushof (Berlin);Am Omnibushof (Berlin);Bauwerk;391;;13,186240;52,517620;32101;900032101
Am Omnibushof (Berlin);Bushaltestelle Am Omnibushof hinter Gatower Straße;Zugang und ÖV;5;0;13,185476;52,517841;;300391005
Am Omnibushof (Berlin);Bushaltestelle Am Omnibushof vor Gatower Straße;Zugang und ÖV;2;0;13,185683;52,517734;;300391002
Am Omnibushof (Berlin);Bushaltestelle Am Omnibushof vor Hofeinfahrt;Zugang und ÖV;6;0;13,184555;52,517979;;300391006
Am Omnibushof (Berlin);Bushaltestelle Gatower Straße hinter Am Omnibushof Endhaltestelle;Zugang und ÖV;1;0;13,185398;52,516726;;300391001
Am Omnibushof (Berlin);Bushaltestelle Gatower Straße vor Am Omnibushof;Zugang und ÖV;4;0;13,186256;52,517934;;300391004
Am Omnibushof (Berlin);Bushaltestelle Gatower Straße vor Graetschelsteig;Zugang und ÖV;3;0;13,186264;52,517422;;300391003
Am Steinberg (Berlin);Am Steinberg (Berlin);Bauwerk;1512;;13,433301;52,558383;141506;900141506
Am Steinberg (Berlin);Bushaltestelle Tino-Schwierzina-Straße hinter Treskowstraße;Zugang und ÖV;2;0;13,433444;52,559367;;301512002
Am Steinberg (Berlin);Bushaltestelle Tino-Schwierzina-Straße vor Treskowstraße;Zugang und ÖV;1;0;13,434085;52,559929;;301512001
Am Steinberg (Berlin);Ersatzhaltestelle Berliner Straße hinter Am Steinberg;Zugang und ÖV;4;0;13,433527;52,558524;;301512004
Am Steinberg (Berlin);Ersatzhaltestelle Berliner Straße vor Am Steinberg;Zugang und ÖV;3;0;13,433149;52,558581;;301512003
Am Steinberg (Berlin);Tramhaltestelle Am Steinberg, Gleis 1;Zugang und ÖV;7;0;13,433549;52,559170;;301512007
Am Steinberg (Berlin);Tramsteig Berliner Straße vor Am Steinberg;Zugang und ÖV;6;0;13,433178;52,558292;;301512006
Am Steinberg (Berlin);Tramsteig Tino-Schwierzina-Straße hinter Am Steinberg;Zugang und ÖV;5;0;13,433355;52,558452;;301512005
Am Studio/Köpenicker Str. (Berlin);Am Studio/Köpenicker Str. (Berlin);Bauwerk;2359;;13,545785;52,426905;194001;900194001
Am Studio/Köpenicker Str. (Berlin);Bushaltestelle Am Studio ht. Köpenicker Str.;Zugang und ÖV;1;0;13,545510;52,427091;;302359001
Am Studio/Köpenicker Str. (Berlin);Bushaltestelle Am Studio vor Köpenicker Straße;Zugang und ÖV;2;0;13,545054;52,427320;;302359002
Am Studio/Köpenicker Str. (Berlin);Bushaltestelle Köpenicker Straße vor Am Studio;Zugang und ÖV;3;0;13,546891;52,426658;;302359003
Am Tierpark/A.-Kowalke-Str. (Berlin);Am Tierpark/A.-Kowalke-Str. (Berlin);Bauwerk;900;;13,519707;52,505717;161517;900161517
Am Tierpark/A.-Kowalke-Str. (Berlin);Bushaltestelle Alfred-Kowalke Straße vor Am Tierpark;Zugang und ÖV;1;0;13,519111;52,505664;;300900001
Am Tierpark/A.-Kowalke-Str. (Berlin);Bushaltestelle Alfred-Kowalke-Straße hinter Am Tierpark;Zugang und ÖV;2;0;13,518370;52,505966;;300900002
Am Tierpark/A.-Kowalke-Str. (Berlin);Ersatzhaltestelle Am Tierpark hinter Alfred-Kowalke-Straße;Zugang und ÖV;4;0;13,520020;52,504704;;300900004
